2024-07-19 15:12:03,378 INFO    StreamThr :69492 [internal.py:wandb_internal():85] W&B internal server running at pid: 69492, started at: 2024-07-19 15:12:03.376790
2024-07-19 15:12:03,379 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: status
2024-07-19 15:12:03,382 INFO    WriterThread:69492 [datastore.py:open_for_write():87] open: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/run-wwwmsbnf.wandb
2024-07-19 15:12:03,382 DEBUG   SenderThread:69492 [sender.py:send():379] send: header
2024-07-19 15:12:03,410 DEBUG   SenderThread:69492 [sender.py:send():379] send: run
2024-07-19 15:12:03,713 INFO    SenderThread:69492 [dir_watcher.py:__init__():211] watching files in: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files
2024-07-19 15:12:03,714 INFO    SenderThread:69492 [sender.py:_start_run_threads():1188] run started: wwwmsbnf with start time 1721427123.376761
2024-07-19 15:12:03,730 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: check_version
2024-07-19 15:12:03,730 DEBUG   SenderThread:69492 [sender.py:send_request():406] send_request: check_version
2024-07-19 15:12:03,894 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: run_start
2024-07-19 15:12:03,911 DEBUG   HandlerThread:69492 [system_info.py:__init__():26] System info init
2024-07-19 15:12:03,911 DEBUG   HandlerThread:69492 [system_info.py:__init__():41] System info init done
2024-07-19 15:12:03,911 INFO    HandlerThread:69492 [system_monitor.py:start():194] Starting system monitor
2024-07-19 15:12:03,911 INFO    SystemMonitor:69492 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-19 15:12:03,911 INFO    HandlerThread:69492 [system_monitor.py:probe():214] Collecting system info
2024-07-19 15:12:03,913 INFO    SystemMonitor:69492 [interfaces.py:start():188] Started cpu monitoring
2024-07-19 15:12:03,916 INFO    SystemMonitor:69492 [interfaces.py:start():188] Started disk monitoring
2024-07-19 15:12:03,919 INFO    SystemMonitor:69492 [interfaces.py:start():188] Started gpuapple monitoring
2024-07-19 15:12:03,920 INFO    SystemMonitor:69492 [interfaces.py:start():188] Started memory monitoring
2024-07-19 15:12:03,921 INFO    SystemMonitor:69492 [interfaces.py:start():188] Started network monitoring
2024-07-19 15:12:04,382 DEBUG   HandlerThread:69492 [system_info.py:probe():152] Probing system
2024-07-19 15:12:04,386 DEBUG   HandlerThread:69492 [system_info.py:_probe_git():137] Probing git
2024-07-19 15:12:04,403 DEBUG   HandlerThread:69492 [system_info.py:_probe_git():145] Probing git done
2024-07-19 15:12:04,403 DEBUG   HandlerThread:69492 [system_info.py:probe():200] Probing system done
2024-07-19 15:12:04,403 DEBUG   HandlerThread:69492 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-07-19T22:12:04.382870', 'startedAt': '2024-07-19T22:12:03.366288', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/minjunes/vlm/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/InvisibilityInc/vlm.git', 'commit': '378eb7870037a5af33ba1e087443b26ad7197e6a'}, 'email': 'minjune@i.inc', 'root': '/Users/minjunes/vlm', 'host': 'minjunes-mbp-2.lan', 'username': 'minjunes', 'executable': '/Users/minjunes/miniconda3/envs/vlm/bin/python3', 'cpu_count': 14, 'cpu_count_logical': 14, 'cpu_freq': {'current': 4056, 'min': 1020, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 1020, 'max': 4056}], 'disk': {'/': {'total': 926.3517189025879, 'used': 12.546344757080078}}, 'gpuapple': {'type': 'Apple M3 Max', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 36.0}}
2024-07-19 15:12:04,403 INFO    HandlerThread:69492 [system_monitor.py:probe():224] Finished collecting system info
2024-07-19 15:12:04,403 INFO    HandlerThread:69492 [system_monitor.py:probe():227] Publishing system info
2024-07-19 15:12:04,403 DEBUG   HandlerThread:69492 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-19 15:12:04,715 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/conda-environment.yaml
2024-07-19 15:12:05,246 DEBUG   HandlerThread:69492 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-19 15:12:05,246 INFO    HandlerThread:69492 [system_monitor.py:probe():229] Finished publishing system info
2024-07-19 15:12:05,248 DEBUG   SenderThread:69492 [sender.py:send():379] send: files
2024-07-19 15:12:05,248 INFO    SenderThread:69492 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-19 15:12:05,282 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: python_packages
2024-07-19 15:12:05,282 DEBUG   SenderThread:69492 [sender.py:send_request():406] send_request: python_packages
2024-07-19 15:12:05,282 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: stop_status
2024-07-19 15:12:05,282 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:12:05,282 DEBUG   SenderThread:69492 [sender.py:send_request():406] send_request: stop_status
2024-07-19 15:12:05,444 DEBUG   SenderThread:69492 [sender.py:send():379] send: telemetry
2024-07-19 15:12:05,720 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/conda-environment.yaml
2024-07-19 15:12:05,721 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/output.log
2024-07-19 15:12:05,721 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/requirements.txt
2024-07-19 15:12:05,721 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/wandb-metadata.json
2024-07-19 15:12:05,724 INFO    wandb-upload_0:69492 [upload_job.py:push():130] Uploaded file /var/folders/pp/dnt659215b30cwm6kp3rx5680000gn/T/tmprcs861yewandb/05uxvmy8-wandb-metadata.json
2024-07-19 15:12:06,288 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:12:07,299 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:12:07,726 INFO    Thread-12 :69492 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/minjunes/vlm/wandb/run-20240719_151203-wwwmsbnf/files/output.log
2024-07-19 15:12:08,301 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:12:09,261 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: status_report
2024-07-19 15:12:09,306 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-19 15:12:09,516 DEBUG   SenderThread:69492 [sender.py:send():379] send: exit
2024-07-19 15:12:09,516 INFO    SenderThread:69492 [sender.py:send_exit():586] handling exit code: 1
2024-07-19 15:12:09,516 INFO    SenderThread:69492 [sender.py:send_exit():588] handling runtime: 5
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:send_exit():594] send defer
2024-07-19 15:12:09,517 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:12:09,517 INFO    HandlerThread:69492 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-19 15:12:09,517 DEBUG   SenderThread:69492 [sender.py:send_request():406] send_request: defer
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:transition_state():614] send defer: 1
2024-07-19 15:12:09,517 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:12:09,517 INFO    HandlerThread:69492 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-19 15:12:09,517 DEBUG   SenderThread:69492 [sender.py:send_request():406] send_request: defer
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-19 15:12:09,517 INFO    SenderThread:69492 [sender.py:transition_state():614] send defer: 2
2024-07-19 15:12:09,517 DEBUG   HandlerThread:69492 [handler.py:handle_request():158] handle_request: defer
2024-07-19 15:12:09,517 INFO    HandlerThread:69492 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-19 15:12:09,517 INFO    HandlerThread:69492 [system_monitor.py:finish():203] Stopping system monitor
2024-07-19 15:12:09,517 DEBUG   SystemMonitor:69492 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-19 15:12:09,517 DEBUG   SystemMonitor:69492 [system_monitor.py:_start():179] Finished system metrics aggregation loop
